,sr_no,title,no_of_rows,no_of_columns,no_of_numerical_columns,no_of_string_columns,column_types,percent_unique_values_total,percent_unique_values_numeric,percent_unique_values_string,percent_null_values_total,percent_null_values_numeric,percent_null_values_string,unique_values,null_values,column_headers,modified_date,available_formats
38,38,Allegheny County Obesity Rates,416,8,3,5,"['S', 'N', 'N', 'S', 'S', 'S', 'S', 'N']",48.22716346153847,97.91666666666666,18.41346153846154,19.080528846153847,0.0,30.528846153846157,"[1, 390, 416, 30, 130, 130, 92, 416]","[0, 0, 0, 359, 0, 0, 276, 0]","['stname' 'tractfips' '2000 Tract' '2010 Tract' 'MUNICIPALITY'
 'Municipality' 'City Neighborhood' '2006-2010 estimate of obesity']","April 4, 2018","['CSV', 'CSV', 'CSV', 'ZIP', 'HTML']"
39,39,Higher Education School Locations,19,15,7,8,"['N', 'S', 'S', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'N', 'S', 'N', 'N']",81.75438596491227,82.70676691729322,80.92105263157895,0.0,0.0,0.0,"[19, 19, 19, 17, 18, 19, 19, 12, 3, 19, 15, 2, 19, 19, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['OBJECTID' 'NAME' 'ADDRESS' 'CITY' 'ZIP' 'LAT' 'LON' 'COUNTY_FIP' 'TYPE'
 'ABBREV' 'PRESIDENT' 'ZYR_4YR' 'WEB_SITE' 'ENROLL_FAL' 'ENROLL_F_1']","February 27, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
40,40,Youth Marijuana Use 2004-2012 (even years),4,8,4,4,"['S', 'S', 'N', 'S', 'S', 'N', 'N', 'N']",93.75,100.0,87.5,0.0,0.0,0.0,"[4, 4, 4, 4, 2, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0]",['the_geom' 'CCReg4' 'VID' 'Region' 'Trend' 'Rate' 'LowerCI' 'UpperCI'],"August 9, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
41,41,Cancer Rates,27,10,10,0,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",100.0,100.0,0.0,0.0,0.0,0.0,"[27, 27, 27, 27, 27, 27, 27, 27, 27, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['OBJECTID' 'ZIP' 'Colorectal' 'Lung_Bronc' 'Breast_Can' 'Prostate_C'
 'Urinary_Sy' 'All_Cancer' 'Shape__Area' 'Shape__Length']","June 14, 2019","['HTML', 'Esri REST', 'GeoJSON', 'CSV', 'KML', 'ZIP']"
42,42,"Pittsburgh American Community Survey 2015, School Enrollment",91,40,39,1,"['S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",29.67032967032967,27.86700479008171,100.0,0.0,0.0,0.0,"[91, 91, 65, 77, 44, 62, 14, 25, 5, 16, 11, 25, 7, 19, 6, 19, 8, 22, 10, 21, 6, 17, 8, 23, 9, 21, 5, 17, 7, 20, 10, 21, 10, 25, 21, 42, 20, 31, 57, 72]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Neighborhood' 'Id' 'Estimate; Total:' 'Margin of Error; Total:'
 'Estimate; Enrolled in school:' 'Margin of Error; Enrolled in school:'
 'Estimate; Enrolled in school: - Enrolled in nursery school, preschool'
 'Margin of Error; Enrolled in school: - Enrolled in nursery school, preschool'
 'Estimate; Enrolled in school: - Enrolled in kindergarten'
 'Margin of Error; Enrolled in school: - Enrolled in kindergarten'
 'Estimate; Enrolled in school: - Enrolled in grade 1'
 'Margin of Error; Enrolled in school: - Enrolled in grade 1'
 'Estimate; Enrolled in school: - Enrolled in grade 2'
 'Margin of Error; Enrolled in school: - Enrolled in grade 2'
 'Estimate; Enrolled in school: - Enrolled in grade 3'
 'Margin of Error; Enrolled in school: - Enrolled in grade 3'
 'Estimate; Enrolled in school: - Enrolled in grade 4'
 'Margin of Error; Enrolled in school: - Enrolled in grade 4'
 'Estimate; Enrolled in school: - Enrolled in grade 5'
 'Margin of Error; Enrolled in school: - Enrolled in grade 5'
 'Estimate; Enrolled in school: - Enrolled in grade 6'
 'Margin of Error; Enrolled in school: - Enrolled in grade 6'
 'Estimate; Enrolled in school: - Enrolled in grade 7'
 'Margin of Error; Enrolled in school: - Enrolled in grade 7'
 'Estimate; Enrolled in school: - Enrolled in grade 8'
 'Margin of Error; Enrolled in school: - Enrolled in grade 8'
 'Estimate; Enrolled in school: - Enrolled in grade 9'
 'Margin of Error; Enrolled in school: - Enrolled in grade 9'
 'Estimate; Enrolled in school: - Enrolled in grade 10'
 'Margin of Error; Enrolled in school: - Enrolled in grade 10'
 'Estimate; Enrolled in school: - Enrolled in grade 11'
 'Margin of Error; Enrolled in school: - Enrolled in grade 11'
 'Estimate; Enrolled in school: - Enrolled in grade 12'
 'Margin of Error; Enrolled in school: - Enrolled in grade 12'
 'Estimate; Enrolled in school: - Enrolled in college, undergraduate years'
 'Margin of Error; Enrolled in school: - Enrolled in college, undergraduate years'
 'Estimate; Enrolled in school: - Graduate or professional school'
 'Margin of Error; Enrolled in school: - Graduate or professional school'
 'Estimate; Not enrolled in school'
 'Margin of Error; Not enrolled in school']","September 2, 2017","['CSV', 'CSV', 'CSV', 'CSV', 'CSV', 'CSV', '5 more in dataset']"
43,43,State of Aging in Allegheny County Survey,1049,381,164,217,"['N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'S', 'N', 'S', 'S', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'S', 'S', 'N', 'N', 'S', 'N', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'N', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'N', 'N', 'S', 'N', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'N', 'S', 'S', 'S', 'N', 'N', 'N', 'N']",2.57137781514203,2.311725452812202,2.767612780220794,0.0005004140926616775,0.0,0.0008786072318161251,"[1049, 11, 11, 6, 47, 3, 4, 33, 5, 5, 3, 3, 3, 3, 3, 3, 3, 9, 2, 2, 3, 56, 6, 8, 15, 3, 3, 41, 6, 6, 6, 6, 6, 6, 926, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 45, 20, 5, 19, 14, 4, 4, 4, 4, 4, 4, 3, 1, 7, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 6, 12, 6, 4, 6, 6, 3, 4, 4, 3, 3, 33, 5, 8, 3, 6, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 106, 3, 2, 2, 20, 3, 6, 4, 4, 5, 26, 3, 3, 3, 3, 3, 3, 3, 3, 55, 2, 2, 4, 5, 7, 6, 5, 7, 6, 5, 5, 6, 5, 7, 5, 6, 6, 6, 6, 3, 8, 2, 2, 2, 2, 2, 2, 2, 2, 38, 1, 2, 6, 7, 103, 6, 4, 8, 7, 6, 8, 6, 7, 6, 6, 7, 4, 4, 4, 4, 3, 4, 4, 4, 401, 5, 3, 3, 3, 3, 3, 3, 3, 3, 4, 2, 3, 3, 3, 3, 3, 3, 2, 5, 7, 6, 4, 4, 4, 3, 4, 3, 5, 67, 4, 3, 7, 10, 4, 3, 8, 6, 171, 3, 6, 4, 3, 24, 12, 3, 4, 27, 168, 656, 2, 3, 3, 6, 4, 6, 6, 5, 6, 6, 5, 6, 4, 5, 3, 3, 34, 30, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 3, 9, 30, 6, 6, 6, 3, 9, 31, 6, 6, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 12, 3, 3, 3, 180, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 96, 3, 2, 43, 3, 33, 3, 3, 3, 3, 3, 4, 3, 3, 3, 5, 3, 4, 655, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 284, 4, 3, 2, 5, 3, 3, 3, 3, 3, 4, 4, 3, 5, 7, 3, 97, 4, 9, 127, 6, 6, 3, 7, 4, 3, 2, 45, 4, 6, 3, 4, 2, 2, 2, 2, 2, 2, 2, 12, 8, 2, 719, 719, 39, 8, 3, 325, 325, 325, 87, 2, 4, 406]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['id' 'happy1' 'happy2' 'work1' 'work2' 'work3' 'work4' 'work6' 'work7'
 'work5' 'work8_1' 'work8_2' 'work8_3' 'work8_4' 'work8_5' 'work8_6'
 'work8_7' 'work8open' 'work8_8' 'work8_9' 'work8_10' 'work9' 'work10'
 'work11' 'work12' 'work13' 'work14' 'work15' 'conf1' 'conf2' 'conf3'
 'conf4' 'conf5' 'conf6' 'conf7open' 'conf8' 'conf9' 'conf10' 'conf11'
 'inc1' 'inc2' 'inc3' 'inc4' 'inc5' 'inc6' 'inc7' 'inc8' 'inc9' 'inc10'
 'inc11' 'inc12' 'inc13' 'inc14' 'inc15' 'inc16' 'inc17' 'inc18' 'inc19'
 'inc20' 'liv1' 'liv1open' 'liv2' 'liv3' 'liv4_1' 'liv4_2' 'liv4_3'
 'liv4_4' 'liv4_5' 'liv4_6' 'liv4_7' 'liv4_8' 'liv5' 'liv6' 'liv7'
 'liv7open' 'liv8' 'liv8open' 'liv8a' 'liv9' 'liv9a' 'liv9b' 'liv10'
 'liv11' 'liv12' 'liv13open' 'liv14' 'liv14open' 'liv14a' 'liv15'
 'liv15open' 'liv15a' 'liv16_1' 'liv16_2' 'liv16_3' 'liv16_4' 'liv16_5'
 'liv16_6' 'liv16_7' 'liv16_8' 'liv16open' 'liv16_9' 'liv16_10' 'liv17'
 'liv18open' 'liv19' 'liv20' 'liv21' 'liv22' 'liv23' 'liv23open' 'liv24_1'
 'liv24_2' 'liv24_3' 'liv24_4' 'liv24_5' 'liv24_6' 'liv24_7' 'liv24_8'
 'liv24open' 'liv24_9' 'liv24_10' 'liv26' 'liv26a' 'liv27' 'neigh1'
 'neigh2' 'neigh3' 'neigh4' 'neigh5' 'neigh6' 'neigh7' 'neigh8' 'neigh9'
 'neigh10' 'neigh11' 'neigh12' 'neigh13' 'neigh14' 'trans1' 'trans1a'
 'trans2_1' 'trans2_2' 'trans2_3' 'trans2_4' 'trans2_5' 'trans2_6'
 'trans2_7' 'trans2_8' 'trans2open' 'trans2_9' 'trans210' 'trans3' 'trans4'
 'trans5open' 'trans6' 'trans7' 'health1' 'health2' 'health3' 'health4'
 'health5' 'health6' 'health7' 'health8' 'health9' 'health10' 'health11'
 'health12' 'health13' 'health14' 'health15' 'health16' 'health17'
 'health18open' 'health19' 'fs1' 'fs2_1' 'fs2_2' 'fs2_3' 'fs2_4' 'fs2_5'
 'fs2_6' 'fs2_7' 'fs3' 'fs4' 'fs5_1' 'fs5_2' 'fs5_3' 'fs5_4' 'fs5_5'
 'fs5_6' 'fs5_7' 'fs6' 'fs7' 'fs8' 'fs9' 'fs10' 'fs11' 'beh1' 'beh2' 'beh3'
 'beh4' 'beh4open' 'beh5' 'beh6' 'beh7' 'beh7open' 'beh8' 'beh9' 'beh10'
 'beh11' 'beh11open' 'beh12' 'beh13' 'beh14' 'beh15' 'beh16' 'beh17'
 'beh18' 'beh19a' 'beh19b' 'beh20' 'bmi' 'beh21' 'beh22' 'beh23' 'cog1'
 'cog2' 'cog3' 'anxdep1' 'anxdep2' 'anxdep3' 'anxdep4' 'anxdep5' 'anxdep6'
 'anxdep7' 'anxdep8' 'anxdep9' 'anxdep10' 'socsup1' 'socsup2' 'socsup3'
 'socsup4' 'socsup5' 'socsup6' 'socsup7' 'socsup8' 'socsup9' 'socsup10'
 'socsup11' 'socsup12' 'cg1' 'cg2' 'cg2open' 'cg3' 'cg4' 'cg5' 'cg6' 'cg7'
 'cg7open' 'cg8' 'cg9' 'cg10' 'cg11_1' 'cg11_2' 'cg11_3' 'cg11_4' 'cg11_5'
 'cg11_6' 'cg11_7' 'cg11_8' 'cg11_9' 'cg11_10' 'cg11_11' 'cg11_12'
 'cg11_13' 'cg11_14' 'cg11_15' 'cg11_16' 'cg11_17' 'cg11open' 'cg11_19'
 'cg11_20' 'cg11_21' 'cg12Open' 'cg13' 'vol1' 'vol2_1' 'vol2_2' 'vol2_3'
 'vol2_4' 'vol2_5' 'vol2_6' 'vol2_7' 'vol2_8' 'vol2open' 'vol2_9' 'vol2_10'
 'vol3' 'vol4' 'vol5' 'vol6a' 'vol6b' 'vol6c' 'vol6d' 'vol6e' 'vol6f'
 'vol6g' 'vol6h' 'vol6i' 'vol6j' 'vol6k' 'vol6l' 'vol7open' 'vol8a' 'vol8b'
 'vol8c' 'vol8d' 'vol8e' 'vol8f' 'vol8g' 'vol8h' 'vol8i' 'vol8j' 'vol8k'
 'vol8l' 'vol9' 'vol10open' 'vol11' 'serv1' 'serv2' 'serv3' 'serv4' 'serv5'
 'serv6' 'serv7' 'serv8' 'serv9' 'serv10' 'serv11' 'serv11a' 'serv12'
 'serv13' 'serv14open' 'serv15' 'relig1' 'relig1open' 'relig2' 'relig3'
 'net1' 'net2' 'net3' 'net4' 'sex' 'age' 'age65' 'marstat' 'boomer' 'hisp'
 'race_1' 'race_2' 'race_3' 'race_4' 'race_5' 'race_6' 'race_7' 'educ'
 'income' 'vet' 'PCS8' 'MCS8' 'PHQ8' 'PHQ2' 'confidence' 'tractce10'
 'geoid10' 'namelsad10' 'zipcodeOpen' 'phoneType' 'stratum' 'finalweight']","March 28, 2018","['HTML', 'PDF', 'CSV', 'CSV', 'EXCEL', 'ZIP']"
44,44,Abandoned Mines,1739,13,1,12,"['N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",27.363206086610344,100.0,21.310139927161202,0.3981067810855045,0.0,0.43128234617596317,"[1739, 1269, 1354, 4, 26, 35, 31, 63, 3, 3, 76, 789, 794]","[0, 0, 1, 0, 0, 0, 20, 17, 20, 20, 7, 2, 3]","['OBJECTID' 'NAME_SHORT' 'NAME_LONG' 'MINE_TYPE' 'COUNTY' 'SOURCE' 'MAP_YR'
 'DATE_OF_OP' 'REVIEW' 'STRUCTURE' 'COMMENTS' 'DOC_NAME' 'DOC_PATHHTTP']","February 27, 2019","['data', 'rest', 'CSV', 'CSV', 'HTML', 'XML']"
45,45,Allegheny County School District Boundaries,45,2,1,1,"['N', 'S']",100.0,100.0,100.0,0.0,0.0,0.0,"[45, 45]","[0, 0]",['OBJECTID' 'SCHOOLD'],"February 28, 2018","['HTML', 'BIN', 'application/vnd.geo+json', 'CSV', 'KML', 'ZIP']"
46,46,Income Poverty Rate,9,3,1,2,"['N', 'S', 'S']",59.25925925925925,100.0,38.88888888888889,44.44444444444444,0.0,66.66666666666666,"[9, 5, 2]","[0, 4, 8]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
47,47,Assisted Living,77,14,5,9,"['N', 'S', 'S', 'S', 'S', 'N', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'S']",63.358070500927646,91.42857142857143,47.76334776334777,1.5769944341372915,0.0,2.4531024531024532,"[77, 77, 76, 44, 1, 47, 71, 76, 76, 76, 13, 7, 4, 38]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 8, 0]","['OBJECTID' 'BUSINESS' 'STREET' 'CITY' 'STATE' 'ZIP' 'PHONE' 'X_COORD'
 'Y_COORD' 'ELEV' 'ELE_SOURCE' 'ALT_ELEV' 'ALT_SOURCE' 'COUNTY']","April 28, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
48,48,DOMESTIC PROPERTY AND CASUALTY INSURERS,73,7,6,1,"['N', 'N', 'S', 'N', 'N', 'N', 'N']",83.75733855185909,81.27853881278538,98.63013698630137,3.131115459882583,3.1963470319634704,2.73972602739726,"[20, 72, 72, 72, 72, 72, 48]","[4, 2, 2, 2, 2, 2, 2]","['NAIC GROUPCODE' 'NAIC COMPANY CODE' 'COMPANY NAME' 'ADMITTED ASSETS'
 'LIABILITIES' 'CAPITAL & SURPLUS' 'DIRECT WRITTEN PREMIUMS']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
49,49,State Parks,25,6,4,2,"['N', 'S', 'S', 'N', 'N', 'N']",86.66666666666667,100.0,60.0,0.0,0.0,0.0,"[25, 25, 5, 25, 25, 25]","[0, 0, 0, 0, 0, 0]",['OBJECTID' 'UNIT_NAME' 'DESCRIPTION' 'ACRES' 'SHAPE.AREA' 'SHAPE.LEN'],"April 28, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
50,50,"Youth Suicide Deaths in Washington State by Gender Age 0-17 Years, from 2008-2012",27,19,18,1,"['S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",22.027290448343077,17.695473251028808,100.0,0.0,0.0,0.0,"[27, 3, 5, 6, 3, 4, 5, 2, 5, 5, 3, 3, 4, 3, 4, 5, 5, 11, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['County' 'Female (2012)' 'Male (2012)' 'Total (2012)' 'Female (2011)'
 'Male (2011)' 'Total (2011)' 'Female (2010)' 'Male (2010)' 'Total (2010)'
 'Female (2009)' 'Male (2009)' 'Total (2009)' 'Female (2008)' 'Male (2008)'
 'Total (2008)' 'Female (2008-2012)' 'Male (2008-2012)' 'Total (2008-2012)']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
51,51,HGBP Hotels & Resorts,30,6,0,6,"['S', 'S', 'S', 'S', 'S', 'S']",99.44444444444444,0.0,99.44444444444444,0.0,0.0,0.0,"[30, 30, 30, 30, 30, 29]","[0, 0, 0, 0, 0, 0]","['Hotel Name' 'Address' 'Hotel Phone Number' 'Hotel Website'
 'Most recent Report' 'Logo']","February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
52,52,Earthquake Locations,13,9,6,3,"['N', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'N']",76.92307692307693,91.02564102564102,48.717948717948715,0.0,0.0,0.0,"[13, 12, 12, 13, 10, 4, 6, 9, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['OBJECTID' 'LONGITUDE' 'LATITUDE' 'EVENTDATE' 'MAGNITUDE' 'INTENSITY'
 'DEPTH' 'AREA' 'YEAR_OCCURRED']","February 27, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
53,53,Census Demographics 2010,55,27,26,1,"['S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",93.73737373737374,93.4965034965035,100.0,0.0,0.0,0.0,"[55, 55, 55, 55, 55, 55, 39, 51, 16, 52, 46, 54, 53, 54, 54, 55, 53, 55, 54, 44, 55, 54, 54, 54, 55, 55, 55]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['CSA2010' 'totalpop10' 'male10' 'female10' 'peraa10' 'perwhite10'
 'perna10' 'perasi10' 'perpac10' 'per2m10' 'perother10' 'perhisp10'
 'age1810' 'age2410' 'age4410' 'age6410' 'age6510' 'hhs10' 'fam10'
 'hhsize10' 'hh25inc10' 'hh40inc10' 'hh60inc10' 'hh75inc10' 'hhmore7510'
 'mhhi10' 'racdiv10']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
54,54,Violent Crimes,7,3,3,0,"['N', 'N', 'N']",61.904761904761905,61.904761904761905,0.0,47.61904761904761,47.61904761904761,0.0,"[7, 4, 2]","[0, 4, 6]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
55,55,Crime & Safety 2010,55,4,3,1,"['S', 'N', 'N', 'N']",99.54545454545455,99.39393939393939,100.0,0.0,0.0,0.0,"[55, 55, 55, 54]","[0, 0, 0, 0]",['CSA2010' 'domvio10' 'crime10' 'viol10'],"February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
56,56,AP Exam Scores,11,3,3,0,"['N', 'N', 'N']",63.63636363636363,63.63636363636363,0.0,42.42424242424242,42.42424242424242,0.0,"[11, 8, 2]","[0, 4, 10]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
57,57,Time Zone Boundary,1,2,2,0,"['N', 'N']",100.0,100.0,0.0,0.0,0.0,0.0,"[1, 1]","[0, 0]",['OBJECTID' 'SHAPE.LEN'],"February 27, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
58,58,Section Corners for the Public Land Surveying System (PLSS),74596,1,1,0,['N'],100.0,100.0,0.0,0.0,0.0,0.0,[74596],[0],['OBJECTID'],"February 27, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
